rid,label,conference_name
1908,r55,in acm sigmod international conference on management of data
1909,r55,in proc of the acm sigmod international conference on management of data
1910,r55,proceedings of the
1911,r55,acm conference on management of data sigmod
1912,r55,in acm sigmod
1913,r55,in proceedings of acm sigmod conference on the management of data
1914,r55,in 1988 acm conference on management of data
1915,r55,in proceedings of acm sigmod international conference on management of data
1916,r55,in proc acm sigmod intl conf on the management of data
1917,r55,in proceedings of the
1918,r55,acm sigmod conference on the management of data sigmod
1919,r55,proceedings sigmod international conference on data management
1920,r55,in proceedings of 1988 acm sigmod international conference on management of data acm
1921,r55,in proceedings of
1922,r55,acm sigmod conference
1923,r55,acm sigmod international conference on management of data
1924,r55,in acm sigmod
1925,r55,in proceedings of acm sigmod conference on the management of data
1926,r55,in proc of the acm sigmod
1927,r55,in proceedings of the acm sigmod international conference on management of data
1928,r55,in proc of the acm sigmod international conference on management of data
1929,r55,in proc of the 1988 acm sigmod international conference on management of data sigmod
1930,r55,proceedings of the acm sigmod international conference on management of data
1931,r55,in acm international conference on management of data sigmod
1932,r55,in proc of 1988 acm sigmod intl conf on management of data
1933,r55,in proceedings of the acm sigmod international conference on management of data
1934,r55,in proc of the 1988 acm sigmod conference on managenment of data
1935,r55,in proceedings of the acm sigmod
1936,r55,in acm sigmod
1937,r55,in proceedings of the acm conference on management of data
1938,r55,proc of sigmod
1939,r55,proceedings of sigmod
1940,r55,proc acm sigmod conf management of data
1941,r55,proceedings of the sigmod international conference on management of data
1942,r55,in proceedings of the acm sigmod international conference on management of data
1943,r55,in acm sigmod conferenceproceedings
1944,r55,in sigmod international conference on the management of data
1945,r55,in 1988 acm conference on management of data
1946,r55,in proceedings of the 1988 acm conference on management of data sigmod
1947,r55,in international conference on management of data sigmod
1948,r55,in proceedings of the acm sigmod international conference on management of data
1949,r55,proc 1988 acm sigmod
1950,r55,in proceedings of sigmod
1951,r55,in proceedings of the 1988 acm sigmod international conference on management of data
1952,r55,in acm sigmod conference
1953,r55,in proceedings of the 1988 acm sigmod conference on the management of data sigmod
1954,r55,in proc acm sigmod international conference on management of data
1955,r55,acm sigmod
1956,r55,proceedings of sigmod
1957,r55,in proceedings of the international conference on the management of data
1958,r55,in proceedings of the acm sigmod international conference on management of data
1959,r55,in proceedings of the
1960,r55,acm sigmod int l conf
1961,r55,in int conf on management of data sigmod
1962,r55,in proceedings acm sigmod
1963,r55,proc of
1964,r55,acm sigmod conf on management of data
1965,r55,in proceedings of the acm sigmod international conference on mangement of data
1966,r55,in proc of the 1988 acm sigmod international conference on management of data sigmod
1967,r55,proc acm sigmod
1968,r55,in proceedings of the
1969,r55,acm sigmod international conference on management of data
1970,r55,in proceedings of the 1988 acm sigmod international conference on management of data
1971,r55,in proceedings of the 1988 acm conference on management of data sigmod
1972,r55,in acm sigmod conferenceproceedings
1973,r55,proceedings of the sigmod international conference on management of data
1974,r55,in sigmod
1975,r55,in proc of the 1988 acm sigmod international conference on management of data
1976,r55,acm sigmod intl conf on data management
1977,r55,in proceedings of the acm sigmod conference on management of data
1978,r55,in 11th sosp
1979,r55,proceedings of the
1980,r55,acm conference on management of data sigmod
1981,r55,proceedings of the conference on management of data
1982,r55,proc of the
1983,r55,acm conf on management of data sigmod
1984,r55,in proceedings sigmod international conference on data management
1985,r55,in proceedings of the acm sigmod international conference on management of data
1986,r55,acm sigmod conference
1987,r55,in proceedings of the 1988 acm sigmod international conference on management of data
1988,r55,in proceedings of the
1989,r55,acm conference on management of data sigmod
1990,r55,proceedings of the acm sigmod international conference on management of data
1991,r55,in proc
1992,r55,sigmod conf
1993,r55,in proc conf on management of data
1994,r55,proc acm sigmod international conference on management of data
1995,r55,in proceedings of the acm sigmod international conference on management of data
1996,r55,proceedings of sigmod chicago
1997,r55,in proceedings of the
1998,r55,acm sigmod conference on the management of data sigmod
1999,r55,acm sigmod international conference on management of data
2000,r55,in proceedings of the acm sigmod international conference on management of data
2001,r55,proc acm sigmod conference
2002,r55,in proceedings of the acm sigmod international conference on management of data
2003,r55,proceedings of the 1988 acm conference on management of data sigmod
2004,r55,in proc acm sigmod
2005,r55,in sigmod
2006,r55,in acm sigmod international conference on management of data
2007,r55,in proc acm sigmod intl conf on the management of data
2008,r55,proceedings of the acm conference on management of data
2009,r55,in proc acm sigmod int conf on management of data
2010,r55,in 1988 acm conference on management of data
2011,r55,in sigmod international conference on the management of data
2012,r55,proceedings of the
2013,r55,sigmod conference on management of data
2014,r55,proc of the 1988 acm conf on management of data sigmod
2015,r55,in proc of sigmod
2016,r55,in sigmod international conference on the management of data
2017,r55,in proceedings of the 1988 acm conference on management of data sigmod
2018,r55,acm sigmod international conference on management of data
2019,r55,in proceedings of 1988 acm sigmod conference
2020,r55,in proc of the acm conf on management of data
2021,r55,in international conference on management of data sigmod
2022,r55,in proceedings of the acm sigmod international conference on management of data
2023,r55,in proceedings of the international conference on the management of data
2024,r55,in acm sigmod conference
2025,r55,acm sigmod international conference on management of data
2026,r55,proceedings of the 1988 acm sigmod international conference on management of data chicago il
2027,r55,in proceedings acm sigmod
2028,r55,proceedings of
2029,r55,sigmod international conference on management of data
2030,r55,proc of the 1988 acm conf on management of data sigmod
2031,r55,in proceedings of the 1988 acm sigmod international conference on management of data
2032,r55,proc
2033,r55,acm sigmod
2034,r55,acm sigmod
2035,r55,in proceedings of the acm sigmod international conference on management of data
2036,r55,acm sigmod
2037,r55,proc 1988 acm sigmod conference on management of data
2038,r55,proceedings of the
2039,r55,acm sigmod conference on the management of data
2040,r55,in proceedings of 1988 acm sigmod international conference on management of data acm
2041,r55,in proceedings of the 1988 acm sigmod international conference on management of data
2042,r55,proc of the
2043,r55,acm conf on management of data sigmod
2044,r55,in sigmod international conference on the management of data
2045,r55,proceedings of the
2046,r55,acm conference on management of data sigmod
2047,r55,in proceedings of acm sigmod conference on the management of data
2048,r55,acm sigmod
2049,r55,proc acm sigmod international conference on management of data
2050,r55,proceedings of sigmod
2051,r55,proceedings of the 1988 acm conference on management of data sigmod
2052,r55,proceedings of
2053,r55,acm sigmod international conference on management of data
2054,r55,in proceedings of the international conference on the management of data
2055,r55,proc 1988 acm sigmod conference on management of data
2056,r55,in proc sigmod
2057,r55,in proceedings of sigmod
2058,r55,in proceedings of the acm sigmod international conference on management of data
2059,r55,in proceedings of the acm sigmod international conference on management of data
2060,r55,in proceedings of the acm sigmod international conference on management of data
2061,r55,in acm sigmod conference
2062,r55,in proceedings of the 1988 acm sigmod international conference on management of data
2063,r55,in proceedings of the 1988 acm sigmod international conf on management of data
2064,r55,in acm sigmod conference
2065,r55,proc of
2066,r55,acm sigmod conf on management of data
2067,r55,proceedings of the
2068,r55,acm sigmod conference of management of data
2069,r55,proc acm conf on management of data
2070,r55,in proceedings of the
2071,r55,acm sigmod int l conf
2072,r55,proceedings acm sigmod conference
2073,r55,in proceedings of the acm sigmod international conference on management of data
2074,r55,in acm sigmod international conference on management of data
2075,r55,in proceedings of the
2076,r55,acm sigmod international conference on management of data
2077,r55,proceedings of the acm conference on management of data
2078,r55,in proceedings of the 1988 acm sigmod
2079,r55,in proceedings of the acm sigmod international conference on management of data
2080,r55,acm sigmod international conference on management of data
2081,r55,in proceedings of acm sigmod international conference on management of data
2082,r55,in proceedings of the 1988 acm sigmod conference on the management of data sigmod
2083,r55,acm sigmod
2084,r55,proceedings of the sigmod conference
2085,r55,in proceedings of the
2086,r55,acm sigmod conference on the management of data sigmod
2087,r55,in proceedings of the 1988 acm conference on management of data sigmod
2088,r55,acm sigmod international conference on management of data
2089,r55,in acm sigmod
2090,r55,in proceedings of acm sigmod conference on the management of data
2091,r55,in proceedings of acm sigmod conference on the management of data
2092,r55,in proceedings of the acm sigmod
2093,r55,in proceedings of the 1988 acm conference on management of data sigmod
2094,r55,in acm sigmod conference on the management of data
2095,r55,in proceedings of the 1988 acm conference on management of data sigmod
2096,r55,proceedings of acm sigmod
2097,r55,in proceedings of the acm sigmod conference
2098,r55,proceedings of the acm conference on management of data
2099,r55,in proceedings acm sigmod
2100,r55,in proceedings of the acm sigmod
2101,r55,in proc acm sigmod conf
2102,r55,in international conference on management of data sigmod
2103,r55,in acm sigmod conference
2104,r55,in proceedings of sigmod
2105,r55,in proc of the 1988 acm sigmod intl conf
2106,r55,in proc of the acm sigmod international conference on management of data
2107,r55,proceedings of the sigmod conference
2108,r55,proceedings sigmod international conference on data management
2109,r55,proceedings of the
2110,r55,acm sigmod conference on the management of data
2111,r55,in acm sigmod conference
2112,r55,in proc acm sigmod int conf management of data
2113,r55,in acm sigmod conference
2114,r55,proceedings sigmod international conference on data management
2115,r55,in proceedings of the 1988 acm conference on management of data sigmod
2116,r55,in proc of acm sigmod conference
2117,r55,proceedings of acm sigmod
2118,r55,proceedings of the 1988 acm sigmod international conference on management of data
2119,r55,in proceedings of the
2120,r55,acm sigmod int l conf
2121,r55,in proc acm sigmod
2122,r55,in internat conf on management of data
2123,r55,proceedings of the conference on management of data
2124,r55,proceedings of the
2125,r55,sigmod conference on management of data
2126,r55,in acm sigmod conference
2127,r55,in proceedings of acm sigmod
2128,r55,proc 1988 acm sigmod
2129,r55,in proceedings of the acm sigmod international conference on management of data
2130,r55,acm sigmod
2131,r55,in proceedings of the acm sigmod international conference on management of data
2132,r55,in proceedings of the 1988 acm sigmod international conference on management of data
2133,r55,in sigmod international conference on management of data
2134,r55,in proceedings of the acm sigmod
2135,r55,in proceedings of the 1988 acm conference on management of data sigmod
2136,r55,in proceedings of the 1988 acm conference on management of data sigmod
2137,r55,in internat conf on management of data
2138,r55,in sigmod
2139,r55,proceedings of the
2140,r55,in proceedings of acm sigmod conference on the management of data
2141,r55,proc of the 1988 acm conf on management of data sigmod
2142,r55,proceedings of the
2143,r55,acm sigmod international conference on management of data chicago il
2144,r55,in proceedings of the 1988 acm sigmod international conference on management of data
2145,r55,in proc of the international conference on management of data acm press
2146,r55,proceedings of acm sigmod
2147,r55,acm sigmod intl conf on data management
2148,r55,in proceedings of the 1988 acm conference on management of data sigmod
2149,r55,in proceedings of the acm international conference on management of data
2150,r55,proc of 1988 acm sigmod conf on management of data
2151,r55,in proceedings of the acm sigmod international conference on management of data
2152,r55,in proceedings of the
2153,r55,acm conference on management of data sigmod
2154,r55,acm sigmod
2155,r55,in proceedings of 1988 acm sigmod international conference on management of data acm
2156,r55,in proceedings of the 1988 acm conference on management of data sigmod
2157,r55,in sigmod
2158,r55,in acm international conference on management of data sigmod
2159,r55,proc of 1988 acm sigmod conf onmanagement of data
2160,r55,in proceedings of the 1988 acm conference on management of data sigmod
2161,r55,in proceedings of sigmod
2162,r55,proc acm sigmod conference
2163,r55,in acm sigmod
2164,r55,in proceedings of the acm sigmod international conference on management of data
2165,r55,proceedings of ieee compcon
2166,r55,in acm sigmod international conference on management of data
2167,r55,proceedings of the sigmod international conference on management of data
2168,r55,in proceedings of the acm conference on management of data sigmod
2169,r55,in acm sigmod conference
2170,r55,proc 1988 acm sigmod conf on management of data
2171,r55,proceedings of the acm sigmod conference on management of data
2172,r55,proceedings of sigmod chicago
2173,r55,in proc acm sigmod int l conf
2174,r55,in proceedings of sigmod
2175,r55,in proceedings of 1988 acm sigmod international conference on management of data acm
2176,r55,in proceedings of the 1988 acm sigmod international conference on management of data
2177,r55,in proceedings of the acm sigmod international conference on management of data
2178,r55,in proceedings of acm sigmod annual conference
2179,r56,in proceedings of the
2180,r56,in proc acm stoc
2181,r56,in proc of 36th stoc
2182,r56,in proc acm stoc
2183,r56,proceedings of stoc
2184,r56,in 36th stoc
2185,r56,in proceedings of the
2186,r56,in 36th stoc
2187,r56,in proceedings of 36th acm symposium on theory of computing
2188,r56,in proceedings of the thirty sixth annual acm symposium on theory of computing
2189,r56,in proc acm stoc
2190,r56,in proc 36th acm symp on theory of computing stoc
2191,r56,in proc acm stoc
2192,r56,in proc of 36th stoc
2193,r56,in proc acm stoc
2194,r57,in proceedings of the sixth annual workshop on computational learning theory
2195,r57,in proceedings of the sixth annual acm workshop on computational learning theory
2196,r57,in proc of 6th annu acm conf on comput learning theory
2197,r57,proceeding of the sixth acm workshop on computational learning theory
2198,r57,in proceedings of the sixth annual acm workshop on computational learning theory
2199,r57,in proceedings of the sixth annual acm workshop on computational learning theory july
2200,r57,in proceedings of the acm workshop on computational learning theory
2201,r57,proceeding of the sixth acm workshop on computational learning theory
2202,r57,in proceedings of the sixth annual acm workshop on computational learning theory
2203,r57,in proceedings of the acm workshop on computational learning theory
2204,r57,in proceedings of the sixth annual acm workshop on computational learning theory july
2205,r57,proceeding of the sixth acm workshop on computational learning theory
2206,r57,in proc of 6th annu acm conf on comput learning theory
2207,r57,in proceedings of the sixth annual acm workshop on computational learning theory
2208,r57,proceedings of the 6th workshop on computational learning theory
2209,r57,in proceedings of the sixth annual workshop on computational learning theory
2210,r57,proceedings of the 6th workshop on computational learning theory 17 26
2211,r58,proc 38 th focs
2212,r58,in 38th annual symposium on foundations of computer science
2213,r58,in proc 38th annual symp foundations of computer science focs 97
2214,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs 97
2215,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2216,r58,in proceedings of the 38th annual symposium on foundations of computer science
2217,r58,in proc of 39 th ieee focs
2218,r58,proceedings of the 38th annual symposium on foundations of computer science focs
2219,r58,preliminary version in focs
2220,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science
2221,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2222,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2223,r58,preliminary version in focs
2224,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2225,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2226,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2227,r58,in 38th ann ieee sympos on foundations of comp sci focs
2228,r58,in 38th annual symposium on foundations of computer science
2229,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2230,r58,proceedings of the 38th annual symposium on foundations of computer science
2231,r58,proceedings of focs
2232,r58,in proc of 39 th ieee focs
2233,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2234,r58,proceedings of 38th ieee symposium on foundations of comp sci
2235,r58,in proc of 39 th ieee focs
2236,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science
2237,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2238,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2239,r58,in proceedings of the 38th annual ieee symposium on foundations of computer science focs
2240,r59,in principles of programming languages popl
2241,r59,in ninth symposium on principles of programming languages
2242,r59,in conferencerecordofthe ninth annual acm symposium on principles of programming languages
2243,r59,in ninth symposium on principles of programming languages
2244,r59,in conference record of the ninth annual acm symposium on principles of programming languages
2245,r59,in popl
2246,r59,proceedings of the 9th annual acm symposium on principles of programming languages
2247,r59,in ninth symposium on principles of programming languages
2248,r59,in acm symposium on principles of programming languages
2249,r59,in ninth symposium on principles of programming languages
2250,r59,in conference record of the ninth annual acm symposium on principles of programming languages
2251,r59,in ninth symposium on principles of programming languages
2252,r59,in proceedings of the ninth acm symposium on principles of programming languages
2253,r59,proceedings of the ninth acm symposium on principles of programming languages
2254,r59,in conferencerecord of the ninth annual acm symposium on principles of programming languages
2255,r60,in proceedings of the 33rd annual ieee symposium on foundations of computer science
2256,r60,in 33rd annual symposium on foundations of computer science
2257,r60,in proc 33rd focs
2258,r60,in proc 33rd focs
2259,r60,in 33rd annual symposium on foundations of computer science
2260,r60,in 33rd annual symposium on foundations of computer science
2261,r60,preliminary version in focs
2262,r60,in proc of 33 rd annual symposium on foundations of computer science
2263,r60,preliminary version in focs
2264,r60,in proceedings of the 33rd ieee symposium on foundations of computer science
2265,r60,in 33rd annual symposium on foundations of computer science
2266,r60,in 33rd annual symposium on foundations of computer science
2267,r60,prelim version in ieee focs
2268,r60,in 33rd annual symposium on foundations of computer science
2269,r60,in proc 33rd annual ieee symposium on foundations of computer science
2270,r60,preliminary version in focs
2271,r60,in proc 33rd focs
2272,r60,preliminary version in focs
2273,r60,in 33rd annual symposium on foundations of computer science
2274,r60,proceedings of the 33rd annual ieee symposium on foundations of computer science
2275,r60,in 33rd annual symposium on foundations of computer science
2276,r60,in proc 33rd annual ieee symposium on foundations of computer science
2277,r60,proceedings of the 33rd annual ieee symposium on foundations of computer science
2278,r60,in proc of 33 rd annual symposium on foundations of computer science
2279,r60,preliminary version in focs
2280,r60,in 33rd annual symposium on foundations of computer science
2281,r60,proceedings of the 33rd annual ieee symposium on foundations of computer science
2282,r60,proceedings of focs
2283,r60,proceedings of focs
2284,r60,preliminary version in focs
2285,r60,preliminary version in focs
2286,r60,preliminary version in focs
2287,r60,in 33rd annual symposium on foundations of computer science
2288,r60,in 33rd annual symposium on foundations of computer science
2289,r60,in proc 33rd annual ieee symp on foundations of computer science
2290,r60,proceedings of the 33rd annual ieee symposium on foundations of computer science
2291,r61,in proc of the 14th national conf on ai
2292,r61,in proceedings of aaai 97
2293,r61,in proc of the 14th nat conf on ai
2294,r61,in proceedings of the fourteenth national conference on artificial intelligence aaai 97
2295,r61,in proceedings of aaai 97
2296,r61,in proceedings of the fourteenth national conferenceonarti cial intelligence aaai
2297,r61,in proceedings of the fourteenth national conference on artificial intelligence aaai
2298,r61,in proc aaai
2299,r61,in proceedings of the 14th national conference on artificial intelligence aaai 97
2300,r61,in proceedings of the fourteenth national conference on artificial intelligence aaai 97
2301,r61,in proceedings of the fourteenth national conference on artificial intelligence aaai
2302,r61,in proc aaai
2303,r61,in proceedings of aaai 97
2304,r61,in proceedings of the fourteenth national conference on artificial intelligence
2305,r61,in proceedings of the fourteenth national conference on artificial intelligence aaai 97
2306,r61,in proceedings of aaai 97
2307,r61,in proc of aaai
2308,r61,in proc aaai
2309,r61,in proc of the 14th nat conf on ai
2310,r61,in proc of the 14th nat conf on ai
2311,r61,in proceedings of the fourteenth national conference on artificial intelligence aaai 97
2312,r61,in proc of aaai
2313,r61,in proc aaai
2314,r61,in proceedings of the 14th national conference on artificial intelligence aaai 97
2315,r61,in proceedings 14th national us conference on artificial intelligence
2316,r61,in proceedings of the 14th national conference on artificial intelligence aaai
2317,r61,in proceedings of aaai
2318,r61,in proceedings of aaai 97
2319,r61,fourteenth national conference on artificial intelligence and ninth innovative applications of artificial intelligence conference
2320,r61,in proc of the 14th nat conf on ai
2321,r61,in proceedings of the fourteenth national conference on artificial intelligence aaai 97
2322,r61,in proceedings of aaai
2323,r61,proceedings of the fourteenth national conference on artificial intelligence aaai
2324,r61,in proceedings of aaai 97
2325,r61,in aaai iaai
2326,r61,in proc aaai
2327,r61,in proceedings of the fourteenth national conference on artificial intelligence aaai97
2328,r62,in symposium on discrete algorithms
2329,r62,in soda
2330,r62,proceedings of the eleventh annual acm siam symposium on discrete algorithms
2331,r62,in symposium on discrete algorithms
2332,r62,in proceedings of the 11th symposium on discrete algorithms
2333,r62,in annual acm siam symposium on discrete algorithms
2334,r62,proc of soda
2335,r62,in proc of acm siam soda
2336,r62,proceedings of the 11th symposium on discrete algorithms
2337,r62,11th symposium on discrete algorithms
2338,r63,in proc fourth ann acm siam symp on discrete algorithms
2339,r63,in proc 4th annu acm siam symp disc alg
2340,r63,in proc 4th acm siam sympos discrete algorithms
2341,r63,in soda acm siam symposium on discrete algorithms
2342,r63,in proc 4th acm siam sympos discrete algorithms
2343,r63,in proc 4th acm siam sympos discrete algorithms
2344,r63,in proc 4th acm siam symposium on discrete algorithms
2345,r63,in acm soda
2346,r63,proc 4th acm siam sympos discrete algorithms
2347,r63,in fourth annual acm siam symposium on discrete algorithms soda
2348,r63,in fourth annual acm siam symposium on discrete algorithms soda
2349,r63,in proc 4th acm siam symposium on discrete algorithms
2350,r63,in proc of the 4th acm sigact siam symp on discrete algorithms
2351,r63,in proc of the fourth annual acmsiam symposium on discrete algorithms
2352,r63,proc 4th annual acm siam symposium on discrete algorithms
2353,r63,in acm soda
2354,r63,in proceedings of the fourth annual acm siam symposium on discrete algorithms
2355,r63,in proc of 4th annual acm siam symposium on discrete algorithms
2356,r63,in fourth annual acm siam symposium on discrete algorithms soda
2357,r63,in proceedings of the 5th siam symposium on discrete algorithms soda
2358,r63,in soda
2359,r63,in proc 4th acm siam sympos discrete algorithms
2360,r63,in proc of 4th soda
2361,r63,in proceedings of the 4th annual acm symposium on discrete algorithms
2362,r63,in proceedings of the 4th acm siam symposium on discrete algorithms
2363,r63,in proceedings of the fourth annual acm siam symposium on discrete algorithms
2364,r63,in proceedings of the 5th siam symposium on discrete algorithms soda
2365,r63,in proc acm siam soda
2366,r63,proc 4th annu acm siam symp disc alg
2367,r63,in proceedings of the 4th acm siam symposium on discrete algorithms
2368,r63,in proc acm siam soda
2369,r63,in proc 4th acm siam sympos discrete algorithms
2370,r63,in proc 4th acm symp on discrete algorithms
2371,r63,in proc of 4th soda
2372,r64,in proceedings of the 2nd workshop on computer aided verification
2373,r64,in
2374,r64,proc 2nd workshop on computer aided verification
2375,r64,proc 2nd workshop on computer aided verification
2376,r64,in kurshan and clarke
2377,r64,in proc 2nd workshop on computer aided verification volume 531 of lecture notes in computer science
2378,r64,proc 2nd workshop on computer aided verification
2379,r64,proc 2nd workshop on computer aided verification
2380,r64,proc 2nd workshop on computer aided verification
2381,r64,proc 2nd workshop on computer aided verification
2382,r64,computer aided verification
2383,r64,proc 2nd workshop on computer aided verification
2384,r64,in proc 2nd workshop on computer aided verification volume 531 of lecture notes in computer science
2385,r64,in proceedings of cav
2386,r64,proc 2nd workshop on computer aided verification
2387,r64,in proceedings of cav
2388,r64,in proc 2nd workshop on computer aided verification volume 531 of lecture notes in computer science
2389,r64,in
2390,r64,computer aided verification
2391,r64,in proc 2nd workshop on computer aided verification volume 531 of lecture notes in computer science
2392,r64,proc 2nd workshop on computer aided verification
2393,r64,in proc 2nd workshop on computer aided verification volume 531 of lecture notes in computer science
2394,r64,in proceedings of cav
2395,r64,in proceedings of cav
2396,r64,proc 2nd workshop on computeraided verification
2397,r65,in digest of papers 24 annual international symposium on fault tolerant computing
2398,r65,in proc of the 24th international symposium on fault tolerant computing systems
2399,r65,in 24th international symposium on fault tolerant computing
2400,r65,in proc of the 24th annual int l symp on fault tolerant computing ftcs 24
2401,r65,in proceedings of the 1994 international symposium on fault tolerant computing ftcs
2402,r65,in 24th int symp on fault tolerant comp
2403,r65,in proc of 24th international symposium on fault tolerant computing systems
2404,r65,in 24th international symposium on fault tolerant computing
2405,r65,proc of the inter symp on fault tolerant comp
2406,r65,in proc ieee fault tolerant computing symp
2407,r65,in digest of papers 24 annual international symposium on fault tolerant computing
2408,r65,in 24th international symposium on fault tolerant computing
2409,r65,in proc 24th ieee fault tolerant computing symp
2410,r65,in proc of the 24th annual int l symp on fault tolerant computing ftcs
2411,r65,in digest of papers the twenty fourth international symposium on fault tolerant computing
2412,r65,in 24th international symposium on fault tolerant computing
2413,r65,proc 24th int symp fault tolerant comput
2414,r65,in 24th international symposium on fault tolerant computing
2415,r65,in 24th international symposium on fault tolerant computing
2416,r65,proceedings of the 24th international symposium on fault tolerant computing systems
2417,r65,in proceedings of the 24th international symposium on faulttolerant computing
2418,r65,in proc ieee fault tolerant computing symp
2419,r65,proc of ftcs 24
2420,r65,in digest of papers 24 annual international symposium on fault tolerant computing
2421,r65,in 24th international symposium on fault tolerant computing
2422,r65,in 24th international symposium on fault tolerant computing
2423,r65,in digest of papers the twenty fourth international symposium on fault tolerant computing
2424,r65,in proceedings of the
2425,r65,fault tolerant computing systems symposium
2426,r65,in 24th international symposium on fault tolerant computing
2427,r65,in 24th international symposium on fault tolerant computing
2428,r65,proc of the inter symp on fault tolerant comp
2429,r65,in proc 24th ieee fault tolerant computing symp
2430,r66,in proceedings ninth annual ieee symposium on logic in computer science
2431,r66,in proceedings ninth annual ieee symposium on logic in computer science
2432,r66,in lics
2433,r66,in proceedings ninth annual ieee symposium on logic in computer science iee94
2434,r66,in proceedings of the 9th annual ieee symposium on logic in computer science
2435,r66,in 9th annual ieee symposium on logic in computer science
2436,r66,in proceedings ninth annual ieee symposium on logic in computer science
2437,r66,in 9th annual ieee symposium on logic in computer science
2438,r66,in proceedings ninth annual ieee symposium on logic in computer science
2439,r66,proc 9th annual ieee symp on logic in computer science
2440,r67,in sosp 12
2441,r67,in proc of the 12th sosp
2442,r67,in acm transactions on computer systems
2443,r67,in proceedings of the twelfth acm symposium on operating system principles
2444,r67,in proceedings of the usenix workshop on micro kernels and other kernel architectures
2445,r67,proc twelfth acm symposium on operating system principles operating systems review 23
2446,r67,12th acm symposium on operating systems principles
2447,r67,in proceedings of the 12th acm symposium on operating system principles
2448,r67,also appeared in proceedings of the 12th acm symposium on operating systems principles
2449,r67,also appeared in proceedings of the 12th acm symposium on operating systems principles
2450,r67,in 12th acm symposium on operating system principles sosp
2451,r67,also appeared in proceedings of the 12th acm symposium on operating systems principles
2452,r67,originally presented at the twelfth acm symposium on operating systems principles
2453,r67,also appeared in proceedings of the 12th acm symposium on operating systems principles
2454,r67,in proceedings of the 12th acm symposium on operating system principles
2455,r67,in proceedings of the twelfth acm symposium on operating system principles
2456,r67,in proceedings of the usenix workshop on micro kernels and other kernel architectures
2457,r67,in proceedings of the 12 th acm symposium on operating systems principles sosp
2458,r67,proc 12th sosp
2459,r67,proc 12th sosp
2460,r67,in proceedings of the twelfth acm symposium on operating system principles
2461,r67,in proceedings of the usenix workshop on micro kernels and other kernel architectures
2462,r67,proc 12th symposium on operating systems principles
2463,r67,proc 12th sosp
2464,r67,in proceedings of the 12th symposium on operating systems principles
2465,r67,in proc 12th symposium on operating systems principles
2466,r67,in proceedings of the 12th acm symposiumon operating system principles
2467,r67,acm symposium on operating systems principles
2468,r67,originally presented at the twelfth acm symposium on operating systems principles
2469,r67,in proceedings of the 12th acm symposium on operating systems principles
2470,r67,proc 12th sosp
2471,r67,proc 12th sosp
2472,r67,in proceedings of the 12 th acm symposium on operating systems principles sosp
2473,r67,in proceedings of the 12 th acm symposium on operating systems principles sosp
2474,r67,in proc 12th symposium on operating systems principles
2475,r67,in proceedings of the 12th acm symposium on operating system principles
2476,r67,12 th acm symposium on operating systems principles
2477,r67,also appeared in proceedings of the 12th acm symposium on operating systems principles
2478,r67,in proc of the 12th acm symposium on operating system principles
2479,r67,in proc of the 12th sosp
2480,r67,in proceedingsof the 12th symposium on operating systems principles
2481,r67,originally presented at the twelfth acm symposium on operating systems principles
2482,r67,proceedings of the 12th acm symposium on operating systems principles
2483,r67,proceedings 12th acm symposium on operating principles
2484,r67,also appeared in proceedings of the 12th acm symposium on operating systems principles
2485,r67,proc 12th sosp
2486,r67,in proc 12th symposium on operating systems principles
2487,r67,in proceedings of the 12th acm symposium on operating system principles
2488,r67,in proceedings of the 12 th acm symposium on operating systems principles sosp
2489,r67,in 12th acm symposium on operating system principles sosp
2490,r67,also appeared in proceedings of the 12th acm symposium on operating systems principles
2491,r67,also appeared in proceedings of the 12th acm symposium on operating systems principles
2492,r67,in acm transactions on computing systems
2493,r67,in 12th acm symposium on operating system principles sosp
2494,r67,in 12th acm symposium on operating system principles sosp
2495,r67,originally presented at the twelfth acm symposium on operating systems principles
2496,r67,12 th acm symposium on operating systems principles
2497,r67,in proc 12th symposium on operating systems principles
2498,r67,in proceedings of the 12th acm symposium on operating system principles
2499,r67,12th acm symposium on operating systems principles p 102 113
2500,r67,in proceedings of the 12th acm symposium on operating systems principles
2501,r67,12th acm symposium on operating systems principles
2502,r67,in proc of the 12th sosp
2503,r67,in 12th acm symposium on operating system principles sosp
2504,r67,in proceedings of the symposium on operating systems principles
2505,r67,in proceedings of the 12th acm symposium on operating systems principles
2506,r67,in acm trans comp systems
2507,r67,in proc of the 12th sosp
2508,r67,proceedings of the 12th symposium on operating system principles
